,Sport,Year,Weight,count
4028,Basketball,1980,95.0,9
4029,Basketball,1980,96.0,6
4030,Basketball,1980,97.0,2
4031,Basketball,1980,98.0,2
4032,Basketball,1980,100.0,3
4033,Basketball,1980,102.0,3
4034,Basketball,1980,105.0,3
4035,Basketball,1980,107.0,2
4036,Basketball,1980,108.0,1
4037,Basketball,1980,110.0,7
4038,Basketball,1980,117.0,1
4039,Basketball,1980,128.0,1
4040,Basketball,1984,53.0,1
4041,Basketball,1984,57.0,1
4042,Basketball,1984,58.0,2
4043,Basketball,1984,60.0,2
4044,Basketball,1984,61.0,3
4045,Basketball,1984,62.0,2
4046,Basketball,1984,63.0,3
4047,Basketball,1984,64.0,2
4048,Basketball,1984,65.0,4
4049,Basketball,1984,66.0,1
4050,Basketball,1984,67.0,2
4051,Basketball,1984,68.0,4
4052,Basketball,1984,70.0,4
4053,Basketball,1984,72.0,3
4054,Basketball,1984,73.0,6
4055,Basketball,1984,74.0,4
4056,Basketball,1984,75.0,10
4057,Basketball,1984,76.0,3
4058,Basketball,1984,77.0,4
4059,Basketball,1984,78.0,7
4060,Basketball,1984,79.0,3
4061,Basketball,1984,80.0,8
4062,Basketball,1984,81.0,1
4063,Basketball,1984,82.0,3
4064,Basketball,1984,83.0,6
4065,Basketball,1984,84.0,4
4066,Basketball,1984,85.0,6
4067,Basketball,1984,86.0,2
4068,Basketball,1984,88.0,8
4069,Basketball,1984,89.0,8
4070,Basketball,1984,90.0,7
4071,Basketball,1984,91.0,5
4072,Basketball,1984,92.0,5
4073,Basketball,1984,93.0,1
4074,Basketball,1984,94.0,3
4075,Basketball,1984,95.0,12
4076,Basketball,1984,96.0,4
4077,Basketball,1984,97.0,2
4078,Basketball,1984,98.0,5
4079,Basketball,1984,100.0,8
4080,Basketball,1984,102.0,3
4081,Basketball,1984,104.0,2
4082,Basketball,1984,105.0,3
4083,Basketball,1984,106.0,2
4084,Basketball,1984,107.0,2
4085,Basketball,1984,109.0,2
4086,Basketball,1984,110.0,8
4087,Basketball,1984,113.0,1
4088,Basketball,1984,115.0,1
4089,Basketball,1984,117.0,1
4090,Basketball,1984,118.0,1
4091,Basketball,1984,122.0,1
4092,Basketball,1984,135.0,1
4093,Basketball,1988,50.0,1
4094,Basketball,1988,55.0,1
4095,Basketball,1988,57.0,1
4096,Basketball,1988,58.0,3
4097,Basketball,1988,59.0,1
4098,Basketball,1988,60.0,2
4099,Basketball,1988,61.0,4
4100,Basketball,1988,62.0,4
4101,Basketball,1988,63.0,3
4102,Basketball,1988,64.0,2
4103,Basketball,1988,65.0,6
4104,Basketball,1988,66.0,1
4105,Basketball,1988,67.0,4
4106,Basketball,1988,68.0,7
4107,Basketball,1988,69.0,3
4108,Basketball,1988,70.0,6
4109,Basketball,1988,72.0,8
4110,Basketball,1988,73.0,6
4111,Basketball,1988,74.0,3
4112,Basketball,1988,75.0,10
4113,Basketball,1988,76.0,2
4114,Basketball,1988,77.0,2
4115,Basketball,1988,78.0,10
4116,Basketball,1988,79.0,6
4117,Basketball,1988,80.0,10
4118,Basketball,1988,81.0,1
4119,Basketball,1988,82.0,2
4120,Basketball,1988,83.0,6
4121,Basketball,1988,84.0,4
4122,Basketball,1988,85.0,10
4123,Basketball,1988,86.0,5
4124,Basketball,1988,87.0,4
4125,Basketball,1988,88.0,7
4126,Basketball,1988,89.0,6
4127,Basketball,1988,90.0,3
4128,Basketball,1988,91.0,4
4129,Basketball,1988,92.0,7
4130,Basketball,1988,94.0,4
4131,Basketball,1988,95.0,8
4132,Basketball,1988,96.0,6
4133,Basketball,1988,97.0,1
4134,Basketball,1988,98.0,8
4135,Basketball,1988,99.0,1
4136,Basketball,1988,100.0,7
4137,Basketball,1988,101.0,1
4138,Basketball,1988,102.0,2
4139,Basketball,1988,104.0,1
4140,Basketball,1988,105.0,6
4141,Basketball,1988,106.0,3
4142,Basketball,1988,107.0,3
4143,Basketball,1988,108.0,3
4144,Basketball,1988,110.0,2
4145,Basketball,1988,112.0,1
4146,Basketball,1988,115.0,3
4147,Basketball,1988,116.0,1
4148,Basketball,1988,117.0,2
4149,Basketball,1988,120.0,2
4150,Basketball,1988,122.0,1
4151,Basketball,1988,126.0,1
4152,Basketball,1988,135.0,1
4153,Basketball,1992,50.0,1
4154,Basketball,1992,58.0,2
4155,Basketball,1992,59.0,1
4156,Basketball,1992,60.0,4
4157,Basketball,1992,61.0,2
4158,Basketball,1992,62.0,2
4159,Basketball,1992,64.0,2
4160,Basketball,1992,65.0,4
4161,Basketball,1992,67.0,3
4162,Basketball,1992,68.0,3
4163,Basketball,1992,69.0,1
4164,Basketball,1992,70.0,4
4165,Basketball,1992,72.0,5
4166,Basketball,1992,73.0,2
4167,Basketball,1992,74.0,1
4168,Basketball,1992,75.0,6
4169,Basketball,1992,76.0,1
4170,Basketball,1992,77.0,1
4171,Basketball,1992,78.0,6
4172,Basketball,1992,79.0,5
4173,Basketball,1992,80.0,9
4174,Basketball,1992,81.0,4
4175,Basketball,1992,82.0,1
4176,Basketball,1992,83.0,3
4177,Basketball,1992,84.0,6
4178,Basketball,1992,85.0,7
4179,Basketball,1992,86.0,4
4180,Basketball,1992,87.0,5
4181,Basketball,1992,88.0,4
4182,Basketball,1992,89.0,4
4183,Basketball,1992,90.0,6
4184,Basketball,1992,91.0,4
4185,Basketball,1992,92.0,5
4186,Basketball,1992,93.0,2
4187,Basketball,1992,94.0,2
4188,Basketball,1992,95.0,10
4189,Basketball,1992,96.0,6
4190,Basketball,1992,98.0,6
4191,Basketball,1992,100.0,10
4192,Basketball,1992,101.0,1
4193,Basketball,1992,102.0,4
4194,Basketball,1992,105.0,4
4195,Basketball,1992,106.0,3
4196,Basketball,1992,107.0,3
4197,Basketball,1992,108.0,7
4198,Basketball,1992,109.0,1
4199,Basketball,1992,110.0,7
4200,Basketball,1992,111.0,1
4201,Basketball,1992,112.0,1
4202,Basketball,1992,114.0,2
4203,Basketball,1992,115.0,3
4204,Basketball,1992,116.0,1
4205,Basketball,1992,117.0,3
4206,Basketball,1992,118.0,2
4207,Basketball,1992,120.0,4
4208,Basketball,1992,122.0,1
4209,Basketball,1992,135.0,1
4210,Basketball,1996,57.0,1
4211,Basketball,1996,58.0,3
4212,Basketball,1996,60.0,6
4213,Basketball,1996,61.0,3
4214,Basketball,1996,62.0,4
4215,Basketball,1996,63.0,3
4216,Basketball,1996,64.0,4
4217,Basketball,1996,65.0,4
4218,Basketball,1996,66.0,3
4219,Basketball,1996,67.0,5
4220,Basketball,1996,68.0,10
4221,Basketball,1996,69.0,7
4222,Basketball,1996,70.0,11
4223,Basketball,1996,72.0,6
4224,Basketball,1996,73.0,9
4225,Basketball,1996,74.0,5
4226,Basketball,1996,75.0,13
4227,Basketball,1996,76.0,3
4228,Basketball,1996,77.0,3
4229,Basketball,1996,78.0,8
4230,Basketball,1996,79.0,7
4231,Basketball,1996,80.0,12
4232,Basketball,1996,81.0,4
4233,Basketball,1996,82.0,6
4234,Basketball,1996,83.0,4
4235,Basketball,1996,84.0,2
4236,Basketball,1996,85.0,8
4237,Basketball,1996,86.0,6
4238,Basketball,1996,87.0,6
4239,Basketball,1996,88.0,4
4240,Basketball,1996,89.0,3
4241,Basketball,1996,90.0,4
4242,Basketball,1996,91.0,4
4243,Basketball,1996,92.0,5
4244,Basketball,1996,93.0,2
4245,Basketball,1996,94.0,3
4246,Basketball,1996,95.0,4
4247,Basketball,1996,96.0,4
4248,Basketball,1996,97.0,2
4249,Basketball,1996,98.0,6
4250,Basketball,1996,99.0,2
4251,Basketball,1996,100.0,8
4252,Basketball,1996,101.0,6
4253,Basketball,1996,102.0,3
4254,Basketball,1996,103.0,2
4255,Basketball,1996,105.0,10
4256,Basketball,1996,107.0,2
4257,Basketball,1996,108.0,5
4258,Basketball,1996,109.0,1
4259,Basketball,1996,110.0,8
4260,Basketball,1996,111.0,1
4261,Basketball,1996,112.0,2
4262,Basketball,1996,113.0,1
4263,Basketball,1996,114.0,2
4264,Basketball,1996,115.0,7
4265,Basketball,1996,116.0,1
4266,Basketball,1996,117.0,2
4267,Basketball,1996,118.0,1
4268,Basketball,1996,120.0,4
4269,Basketball,1996,122.0,1
4270,Basketball,1996,137.0,1
4271,Basketball,1996,140.0,1
4272,Basketball,2000,58.0,3
4273,Basketball,2000,60.0,4
4274,Basketball,2000,61.0,8
4275,Basketball,2000,62.0,2
4276,Basketball,2000,63.0,3
4277,Basketball,2000,64.0,5
4278,Basketball,2000,65.0,7
4279,Basketball,2000,66.0,1
4280,Basketball,2000,67.0,6
4281,Basketball,2000,68.0,14
4282,Basketball,2000,70.0,8
4283,Basketball,2000,71.0,2
4284,Basketball,2000,72.0,6
4285,Basketball,2000,73.0,7
4286,Basketball,2000,74.0,6
4287,Basketball,2000,75.0,5
4288,Basketball,2000,76.0,2
4289,Basketball,2000,77.0,4
4290,Basketball,2000,78.0,12
4291,Basketball,2000,79.0,4
4292,Basketball,2000,80.0,15
4293,Basketball,2000,81.0,1
4294,Basketball,2000,82.0,4
4295,Basketball,2000,83.0,6
4296,Basketball,2000,84.0,2
4297,Basketball,2000,85.0,9
4298,Basketball,2000,86.0,8
4299,Basketball,2000,87.0,2
4300,Basketball,2000,88.0,6
4301,Basketball,2000,89.0,5
4302,Basketball,2000,90.0,8
4303,Basketball,2000,91.0,1
4304,Basketball,2000,92.0,5
4305,Basketball,2000,93.0,5
4306,Basketball,2000,94.0,3
4307,Basketball,2000,95.0,15
4308,Basketball,2000,96.0,6
4309,Basketball,2000,97.0,1
4310,Basketball,2000,98.0,4
4311,Basketball,2000,99.0,2
4312,Basketball,2000,100.0,12
4313,Basketball,2000,101.0,2
4314,Basketball,2000,102.0,5
4315,Basketball,2000,103.0,1
4316,Basketball,2000,104.0,2
4317,Basketball,2000,105.0,4
4318,Basketball,2000,106.0,4
4319,Basketball,2000,107.0,2
4320,Basketball,2000,108.0,4
4321,Basketball,2000,109.0,2
4322,Basketball,2000,110.0,6
4323,Basketball,2000,111.0,2
4324,Basketball,2000,112.0,3
4325,Basketball,2000,113.0,1
4326,Basketball,2000,115.0,7
4327,Basketball,2000,117.0,1
4328,Basketball,2000,118.0,1
4329,Basketball,2000,120.0,2
4330,Basketball,2000,125.0,1
4331,Basketball,2000,130.0,2
4332,Basketball,2000,132.0,1
4333,Basketball,2000,135.0,1
4334,Basketball,2000,137.0,1
4335,Basketball,2000,140.0,1
4336,Basketball,2000,141.0,1
4337,Basketball,2004,54.0,1
4338,Basketball,2004,57.0,1
4339,Basketball,2004,58.0,3
4340,Basketball,2004,61.0,3
4341,Basketball,2004,62.0,2
4342,Basketball,2004,63.0,4
4343,Basketball,2004,64.0,5
4344,Basketball,2004,65.0,9
4345,Basketball,2004,66.0,1
4346,Basketball,2004,67.0,4
4347,Basketball,2004,68.0,4
4348,Basketball,2004,69.0,4
4349,Basketball,2004,70.0,5
4350,Basketball,2004,71.0,3
4351,Basketball,2004,72.0,10
4352,Basketball,2004,73.0,12
4353,Basketball,2004,74.0,6
4354,Basketball,2004,75.0,9
4355,Basketball,2004,76.0,3
4356,Basketball,2004,77.0,4
4357,Basketball,2004,78.0,13
4358,Basketball,2004,79.0,2
4359,Basketball,2004,80.0,10
4360,Basketball,2004,81.0,4
4361,Basketball,2004,82.0,10
4362,Basketball,2004,83.0,7
4363,Basketball,2004,84.0,4
4364,Basketball,2004,85.0,8
4365,Basketball,2004,86.0,4
4366,Basketball,2004,88.0,3
4367,Basketball,2004,89.0,3
4368,Basketball,2004,90.0,13
4369,Basketball,2004,91.0,2
4370,Basketball,2004,92.0,12
4371,Basketball,2004,93.0,5
4372,Basketball,2004,94.0,2
4373,Basketball,2004,95.0,6
4374,Basketball,2004,96.0,5
4375,Basketball,2004,97.0,3
4376,Basketball,2004,98.0,6
4377,Basketball,2004,99.0,1
4378,Basketball,2004,100.0,9
4379,Basketball,2004,101.0,3
4380,Basketball,2004,102.0,9
4381,Basketball,2004,103.0,2
4382,Basketball,2004,104.0,2
4383,Basketball,2004,105.0,3
4384,Basketball,2004,106.0,4
4385,Basketball,2004,107.0,1
4386,Basketball,2004,108.0,7
4387,Basketball,2004,109.0,2
4388,Basketball,2004,110.0,4
4389,Basketball,2004,111.0,2
4390,Basketball,2004,112.0,2
4391,Basketball,2004,113.0,2
4392,Basketball,2004,114.0,1
4393,Basketball,2004,115.0,9
4394,Basketball,2004,117.0,2
4395,Basketball,2004,118.0,1
4396,Basketball,2004,120.0,1
4397,Basketball,2004,122.0,1
4398,Basketball,2004,130.0,1
4399,Basketball,2004,137.0,1
4400,Basketball,2004,140.0,1
4401,Basketball,2004,141.0,1
4402,Basketball,2008,54.0,1
4403,Basketball,2008,58.0,1
4404,Basketball,2008,59.0,1
4405,Basketball,2008,61.0,1
4406,Basketball,2008,62.0,3
4407,Basketball,2008,63.0,6
4408,Basketball,2008,64.0,2
4409,Basketball,2008,65.0,7
4410,Basketball,2008,66.0,3
4411,Basketball,2008,67.0,5
4412,Basketball,2008,68.0,6
4413,Basketball,2008,69.0,6
4414,Basketball,2008,70.0,7
4415,Basketball,2008,71.0,2
4416,Basketball,2008,72.0,7
4417,Basketball,2008,73.0,8
4418,Basketball,2008,74.0,2
4419,Basketball,2008,75.0,9
4420,Basketball,2008,76.0,3
4421,Basketball,2008,77.0,7
4422,Basketball,2008,78.0,9
4423,Basketball,2008,79.0,2
4424,Basketball,2008,80.0,7
4425,Basketball,2008,81.0,5
4426,Basketball,2008,82.0,8
4427,Basketball,2008,83.0,5
4428,Basketball,2008,84.0,7
4429,Basketball,2008,85.0,13
4430,Basketball,2008,86.0,3
4431,Basketball,2008,87.0,3
4432,Basketball,2008,88.0,6
4433,Basketball,2008,89.0,2
4434,Basketball,2008,90.0,10
4435,Basketball,2008,91.0,5
4436,Basketball,2008,92.0,10
4437,Basketball,2008,93.0,5
4438,Basketball,2008,94.0,3
4439,Basketball,2008,95.0,10
4440,Basketball,2008,96.0,6
4441,Basketball,2008,97.0,2
4442,Basketball,2008,98.0,4
4443,Basketball,2008,99.0,2
4444,Basketball,2008,100.0,6
4445,Basketball,2008,102.0,4
4446,Basketball,2008,103.0,3
4447,Basketball,2008,104.0,4
4448,Basketball,2008,105.0,4
4449,Basketball,2008,106.0,3
4450,Basketball,2008,107.0,2
4451,Basketball,2008,108.0,4
4452,Basketball,2008,109.0,2
4453,Basketball,2008,110.0,4
4454,Basketball,2008,111.0,3
4455,Basketball,2008,112.0,3
4456,Basketball,2008,113.0,2
4457,Basketball,2008,114.0,2
4458,Basketball,2008,115.0,4
4459,Basketball,2008,117.0,2
4460,Basketball,2008,118.0,2
4461,Basketball,2008,120.0,1
4462,Basketball,2008,122.0,3
4463,Basketball,2008,125.0,1
4464,Basketball,2008,140.0,1
4465,Basketball,2008,141.0,1
4466,Basketball,2008,156.0,1
4467,Basketball,2012,52.0,1
4468,Basketball,2012,59.0,1
4469,Basketball,2012,60.0,4
4470,Basketball,2012,61.0,3
4471,Basketball,2012,62.0,4
4472,Basketball,2012,63.0,4
4473,Basketball,2012,64.0,5
4474,Basketball,2012,65.0,7
4475,Basketball,2012,66.0,5
4476,Basketball,2012,67.0,3
4477,Basketball,2012,69.0,3
4478,Basketball,2012,70.0,9
4479,Basketball,2012,71.0,3
4480,Basketball,2012,72.0,8
4481,Basketball,2012,73.0,1
4482,Basketball,2012,74.0,5
4483,Basketball,2012,75.0,6
4484,Basketball,2012,76.0,3
4485,Basketball,2012,77.0,6
4486,Basketball,2012,78.0,7
4487,Basketball,2012,79.0,9
4488,Basketball,2012,80.0,11
4489,Basketball,2012,81.0,2
4490,Basketball,2012,82.0,11
4491,Basketball,2012,83.0,5
4492,Basketball,2012,84.0,2
4493,Basketball,2012,85.0,13
4494,Basketball,2012,86.0,6
4495,Basketball,2012,87.0,5
4496,Basketball,2012,88.0,5
4497,Basketball,2012,89.0,5
4498,Basketball,2012,90.0,11
4499,Basketball,2012,91.0,4
4500,Basketball,2012,92.0,4
4501,Basketball,2012,93.0,4
4502,Basketball,2012,94.0,2
4503,Basketball,2012,95.0,7
4504,Basketball,2012,97.0,3
4505,Basketball,2012,98.0,7
4506,Basketball,2012,99.0,1
4507,Basketball,2012,100.0,11
4508,Basketball,2012,102.0,8
4509,Basketball,2012,103.0,3
4510,Basketball,2012,104.0,5
4511,Basketball,2012,105.0,7
4512,Basketball,2012,106.0,2
4513,Basketball,2012,107.0,4
4514,Basketball,2012,108.0,2
4515,Basketball,2012,109.0,3
4516,Basketball,2012,110.0,8
4517,Basketball,2012,111.0,2
4518,Basketball,2012,112.0,2
4519,Basketball,2012,113.0,6
4520,Basketball,2012,114.0,2
4521,Basketball,2012,115.0,5
4522,Basketball,2012,117.0,1
4523,Basketball,2012,118.0,2
4524,Basketball,2012,120.0,1
4525,Basketball,2012,122.0,1
4526,Basketball,2012,125.0,3
4527,Basketball,2016,53.0,1
4528,Basketball,2016,57.0,3
4529,Basketball,2016,58.0,1
4530,Basketball,2016,60.0,6
4531,Basketball,2016,61.0,1
4532,Basketball,2016,62.0,6
4533,Basketball,2016,63.0,2
4534,Basketball,2016,64.0,2
4535,Basketball,2016,65.0,6
4536,Basketball,2016,66.0,1
4537,Basketball,2016,67.0,1
4538,Basketball,2016,68.0,6
4539,Basketball,2016,69.0,7
4540,Basketball,2016,70.0,9
4541,Basketball,2016,71.0,1
4542,Basketball,2016,72.0,8
4543,Basketball,2016,73.0,2
4544,Basketball,2016,74.0,3
4545,Basketball,2016,75.0,6
4546,Basketball,2016,76.0,5
4547,Basketball,2016,77.0,5
4548,Basketball,2016,78.0,8
4549,Basketball,2016,79.0,5
4550,Basketball,2016,80.0,7
4551,Basketball,2016,82.0,7
4552,Basketball,2016,83.0,6
4553,Basketball,2016,84.0,6
4554,Basketball,2016,85.0,10
4555,Basketball,2016,86.0,7
4556,Basketball,2016,87.0,3
4557,Basketball,2016,88.0,8
4558,Basketball,2016,89.0,5
4559,Basketball,2016,90.0,13
4560,Basketball,2016,91.0,5
4561,Basketball,2016,92.0,3
4562,Basketball,2016,93.0,6
4563,Basketball,2016,94.0,5
4564,Basketball,2016,95.0,4
4565,Basketball,2016,96.0,4
4566,Basketball,2016,97.0,3
4567,Basketball,2016,98.0,5
4568,Basketball,2016,99.0,4
4569,Basketball,2016,100.0,7
4570,Basketball,2016,102.0,8
4571,Basketball,2016,103.0,3
4572,Basketball,2016,104.0,6
4573,Basketball,2016,105.0,6
4574,Basketball,2016,106.0,1
4575,Basketball,2016,107.0,6
4576,Basketball,2016,108.0,1
4577,Basketball,2016,109.0,5
4578,Basketball,2016,110.0,4
4579,Basketball,2016,112.0,1
4580,Basketball,2016,113.0,3
4581,Basketball,2016,114.0,1
4582,Basketball,2016,115.0,8
4583,Basketball,2016,117.0,1
4584,Basketball,2016,118.0,3
4585,Basketball,2016,120.0,4
4586,Basketball,2016,121.0,1
4587,Basketball,2016,122.0,2
4588,Basketball,2016,125.0,1
4589,Basketball,2016,130.0,1
4590,Basketball,2016,137.0,1
4591,Beach Volleyball,1996,55.0,2
4592,Beach Volleyball,1996,56.0,2
4593,Beach Volleyball,1996,59.0,1
4594,Beach Volleyball,1996,60.0,2
4595,Beach Volleyball,1996,61.0,2
4596,Beach Volleyball,1996,62.0,1
4597,Beach Volleyball,1996,64.0,4
4598,Beach Volleyball,1996,65.0,2
4599,Beach Volleyball,1996,67.0,2
4600,Beach Volleyball,1996,70.0,1
4601,Beach Volleyball,1996,71.0,2
4602,Beach Volleyball,1996,72.0,1
4603,Beach Volleyball,1996,73.0,1
4604,Beach Volleyball,1996,75.0,1
4605,Beach Volleyball,1996,76.0,1
4606,Beach Volleyball,1996,78.0,2
4607,Beach Volleyball,1996,80.0,1
4608,Beach Volleyball,1996,81.0,1
4609,Beach Volleyball,1996,82.0,2
4610,Beach Volleyball,1996,83.0,2
4611,Beach Volleyball,1996,84.0,2
4612,Beach Volleyball,1996,85.0,2
4613,Beach Volleyball,1996,86.0,5
4614,Beach Volleyball,1996,87.0,2
4615,Beach Volleyball,1996,88.0,3
4616,Beach Volleyball,1996,89.0,2
4617,Beach Volleyball,1996,90.0,1
4618,Beach Volleyball,1996,91.0,2
4619,Beach Volleyball,1996,92.0,1
4620,Beach Volleyball,1996,93.0,2
4621,Beach Volleyball,1996,95.0,1
4622,Beach Volleyball,1996,97.0,1
4623,Beach Volleyball,1996,98.0,1
4624,Beach Volleyball,1996,110.0,1
4625,Beach Volleyball,2000,55.0,1
4626,Beach Volleyball,2000,56.0,1
4627,Beach Volleyball,2000,58.0,1
4628,Beach Volleyball,2000,59.0,2
4629,Beach Volleyball,2000,60.0,2
4630,Beach Volleyball,2000,62.0,3
4631,Beach Volleyball,2000,64.0,3
4632,Beach Volleyball,2000,65.0,6
4633,Beach Volleyball,2000,67.0,7
4634,Beach Volleyball,2000,68.0,5
4635,Beach Volleyball,2000,69.0,2
4636,Beach Volleyball,2000,70.0,4
4637,Beach Volleyball,2000,72.0,4
4638,Beach Volleyball,2000,73.0,2
4639,Beach Volleyball,2000,75.0,1
4640,Beach Volleyball,2000,76.0,4
4641,Beach Volleyball,2000,78.0,1
4642,Beach Volleyball,2000,80.0,1
4643,Beach Volleyball,2000,81.0,2
4644,Beach Volleyball,2000,82.0,3
4645,Beach Volleyball,2000,84.0,1
4646,Beach Volleyball,2000,85.0,1
4647,Beach Volleyball,2000,86.0,6
4648,Beach Volleyball,2000,87.0,3
4649,Beach Volleyball,2000,88.0,3
4650,Beach Volleyball,2000,89.0,1
4651,Beach Volleyball,2000,90.0,4
4652,Beach Volleyball,2000,91.0,2
4653,Beach Volleyball,2000,92.0,5
4654,Beach Volleyball,2000,93.0,2
4655,Beach Volleyball,2000,94.0,1
4656,Beach Volleyball,2000,95.0,3
4657,Beach Volleyball,2000,97.0,1
4658,Beach Volleyball,2000,98.0,1
4659,Beach Volleyball,2000,100.0,3
4660,Beach Volleyball,2000,101.0,1
4661,Beach Volleyball,2000,102.0,2
4662,Beach Volleyball,2000,110.0,1
4663,Beach Volleyball,2004,57.0,1
4664,Beach Volleyball,2004,59.0,1
4665,Beach Volleyball,2004,60.0,1
4666,Beach Volleyball,2004,62.0,2
4667,Beach Volleyball,2004,64.0,2
4668,Beach Volleyball,2004,65.0,4
4669,Beach Volleyball,2004,66.0,2
4670,Beach Volleyball,2004,67.0,3
4671,Beach Volleyball,2004,68.0,9
4672,Beach Volleyball,2004,69.0,2
4673,Beach Volleyball,2004,70.0,4
4674,Beach Volleyball,2004,71.0,1
4675,Beach Volleyball,2004,72.0,5
4676,Beach Volleyball,2004,73.0,5
4677,Beach Volleyball,2004,76.0,2
4678,Beach Volleyball,2004,77.0,2
4679,Beach Volleyball,2004,78.0,2
4680,Beach Volleyball,2004,80.0,2
4681,Beach Volleyball,2004,81.0,2
4682,Beach Volleyball,2004,82.0,2
4683,Beach Volleyball,2004,83.0,2
4684,Beach Volleyball,2004,85.0,3
4685,Beach Volleyball,2004,86.0,4
4686,Beach Volleyball,2004,87.0,2
4687,Beach Volleyball,2004,88.0,4
4688,Beach Volleyball,2004,89.0,3
4689,Beach Volleyball,2004,90.0,3
4690,Beach Volleyball,2004,91.0,2
4691,Beach Volleyball,2004,92.0,6
4692,Beach Volleyball,2004,93.0,1
4693,Beach Volleyball,2004,94.0,2
4694,Beach Volleyball,2004,95.0,2
4695,Beach Volleyball,2004,97.0,1
4696,Beach Volleyball,2004,98.0,3
4697,Beach Volleyball,2004,100.0,1
4698,Beach Volleyball,2004,102.0,1
4699,Beach Volleyball,2004,103.0,1
4700,Beach Volleyball,2004,110.0,1
4701,Beach Volleyball,2008,55.0,1
4702,Beach Volleyball,2008,60.0,1
4703,Beach Volleyball,2008,64.0,3
4704,Beach Volleyball,2008,65.0,2
4705,Beach Volleyball,2008,66.0,2
4706,Beach Volleyball,2008,67.0,1
4707,Beach Volleyball,2008,68.0,9
4708,Beach Volleyball,2008,69.0,2
4709,Beach Volleyball,2008,70.0,6
4710,Beach Volleyball,2008,71.0,2
4711,Beach Volleyball,2008,72.0,5
4712,Beach Volleyball,2008,73.0,7
4713,Beach Volleyball,2008,74.0,1
4714,Beach Volleyball,2008,75.0,2
4715,Beach Volleyball,2008,77.0,2
4716,Beach Volleyball,2008,78.0,1
4717,Beach Volleyball,2008,79.0,1
4718,Beach Volleyball,2008,80.0,3
4719,Beach Volleyball,2008,81.0,1
4720,Beach Volleyball,2008,82.0,1
4721,Beach Volleyball,2008,85.0,8
4722,Beach Volleyball,2008,86.0,2
4723,Beach Volleyball,2008,87.0,2
4724,Beach Volleyball,2008,88.0,5
4725,Beach Volleyball,2008,89.0,4
4726,Beach Volleyball,2008,90.0,3
4727,Beach Volleyball,2008,92.0,4
4728,Beach Volleyball,2008,93.0,3
4729,Beach Volleyball,2008,94.0,1
4730,Beach Volleyball,2008,95.0,6
4731,Beach Volleyball,2008,97.0,1
4732,Beach Volleyball,2008,100.0,1
4733,Beach Volleyball,2008,101.0,1
4734,Beach Volleyball,2008,102.0,1
4735,Beach Volleyball,2008,108.0,1
4736,Beach Volleyball,2012,55.0,1
4737,Beach Volleyball,2012,57.0,1
4738,Beach Volleyball,2012,61.0,2
4739,Beach Volleyball,2012,62.0,3
4740,Beach Volleyball,2012,63.0,1
4741,Beach Volleyball,2012,64.0,2
4742,Beach Volleyball,2012,65.0,3
4743,Beach Volleyball,2012,66.0,3
4744,Beach Volleyball,2012,67.0,1
4745,Beach Volleyball,2012,68.0,6
4746,Beach Volleyball,2012,69.0,2
4747,Beach Volleyball,2012,70.0,4
4748,Beach Volleyball,2012,71.0,3
4749,Beach Volleyball,2012,72.0,5
4750,Beach Volleyball,2012,73.0,2
4751,Beach Volleyball,2012,74.0,2
4752,Beach Volleyball,2012,75.0,5
4753,Beach Volleyball,2012,76.0,1
4754,Beach Volleyball,2012,77.0,1
4755,Beach Volleyball,2012,79.0,1
4756,Beach Volleyball,2012,80.0,2
4757,Beach Volleyball,2012,81.0,1
4758,Beach Volleyball,2012,83.0,2
4759,Beach Volleyball,2012,85.0,5
4760,Beach Volleyball,2012,87.0,3
4761,Beach Volleyball,2012,88.0,6
4762,Beach Volleyball,2012,89.0,3
4763,Beach Volleyball,2012,90.0,2
4764,Beach Volleyball,2012,91.0,1
4765,Beach Volleyball,2012,92.0,4
4766,Beach Volleyball,2012,93.0,4
4767,Beach Volleyball,2012,95.0,5
4768,Beach Volleyball,2012,97.0,2
4769,Beach Volleyball,2012,98.0,1
4770,Beach Volleyball,2012,99.0,1
4771,Beach Volleyball,2012,101.0,1
4772,Beach Volleyball,2012,102.0,1
4773,Beach Volleyball,2012,106.0,1
4774,Beach Volleyball,2012,108.0,1
4775,Beach Volleyball,2016,55.0,1
4776,Beach Volleyball,2016,59.0,1
4777,Beach Volleyball,2016,60.0,1
4778,Beach Volleyball,2016,62.0,3
4779,Beach Volleyball,2016,63.0,1
4780,Beach Volleyball,2016,64.0,3
4781,Beach Volleyball,2016,65.0,2
4782,Beach Volleyball,2016,66.0,5
4783,Beach Volleyball,2016,67.0,2
4784,Beach Volleyball,2016,68.0,5
4785,Beach Volleyball,2016,69.0,2
4786,Beach Volleyball,2016,70.0,5
4787,Beach Volleyball,2016,71.0,1
4788,Beach Volleyball,2016,72.0,2
4789,Beach Volleyball,2016,73.0,5
4790,Beach Volleyball,2016,74.0,1
4791,Beach Volleyball,2016,75.0,7
4792,Beach Volleyball,2016,77.0,2
4793,Beach Volleyball,2016,78.0,2
4794,Beach Volleyball,2016,79.0,1
4795,Beach Volleyball,2016,80.0,1
4796,Beach Volleyball,2016,81.0,3
4797,Beach Volleyball,2016,82.0,1
4798,Beach Volleyball,2016,83.0,2
4799,Beach Volleyball,2016,84.0,2
4800,Beach Volleyball,2016,85.0,2
