,Sport,Year,Age,count
4487,Cross Country Skiing,1992,25.0,52
4488,Cross Country Skiing,1992,26.0,67
4489,Cross Country Skiing,1992,27.0,35
4490,Cross Country Skiing,1992,28.0,58
4491,Cross Country Skiing,1992,29.0,18
4492,Cross Country Skiing,1992,30.0,26
4493,Cross Country Skiing,1992,31.0,34
4494,Cross Country Skiing,1992,32.0,19
4495,Cross Country Skiing,1992,33.0,7
4496,Cross Country Skiing,1992,34.0,4
4497,Cross Country Skiing,1992,35.0,5
4498,Cross Country Skiing,1992,36.0,4
4499,Cross Country Skiing,1992,39.0,2
4500,Cross Country Skiing,1992,41.0,3
4501,Cross Country Skiing,1994,16.0,4
4502,Cross Country Skiing,1994,17.0,3
4503,Cross Country Skiing,1994,18.0,5
4504,Cross Country Skiing,1994,19.0,28
4505,Cross Country Skiing,1994,20.0,21
4506,Cross Country Skiing,1994,21.0,46
4507,Cross Country Skiing,1994,22.0,57
4508,Cross Country Skiing,1994,23.0,57
4509,Cross Country Skiing,1994,24.0,69
4510,Cross Country Skiing,1994,25.0,61
4511,Cross Country Skiing,1994,26.0,39
4512,Cross Country Skiing,1994,27.0,43
4513,Cross Country Skiing,1994,28.0,54
4514,Cross Country Skiing,1994,29.0,19
4515,Cross Country Skiing,1994,30.0,40
4516,Cross Country Skiing,1994,31.0,25
4517,Cross Country Skiing,1994,32.0,17
4518,Cross Country Skiing,1994,33.0,26
4519,Cross Country Skiing,1994,34.0,12
4520,Cross Country Skiing,1994,35.0,3
4521,Cross Country Skiing,1994,36.0,3
4522,Cross Country Skiing,1994,38.0,4
4523,Cross Country Skiing,1994,43.0,3
4524,Cross Country Skiing,1998,18.0,10
4525,Cross Country Skiing,1998,19.0,8
4526,Cross Country Skiing,1998,20.0,32
4527,Cross Country Skiing,1998,21.0,36
4528,Cross Country Skiing,1998,22.0,55
4529,Cross Country Skiing,1998,23.0,66
4530,Cross Country Skiing,1998,24.0,46
4531,Cross Country Skiing,1998,25.0,77
4532,Cross Country Skiing,1998,26.0,81
4533,Cross Country Skiing,1998,27.0,56
4534,Cross Country Skiing,1998,28.0,82
4535,Cross Country Skiing,1998,29.0,42
4536,Cross Country Skiing,1998,30.0,25
4537,Cross Country Skiing,1998,31.0,27
4538,Cross Country Skiing,1998,32.0,33
4539,Cross Country Skiing,1998,33.0,14
4540,Cross Country Skiing,1998,34.0,14
4541,Cross Country Skiing,1998,35.0,7
4542,Cross Country Skiing,1998,36.0,6
4543,Cross Country Skiing,1998,37.0,13
4544,Cross Country Skiing,1998,39.0,3
4545,Cross Country Skiing,2002,17.0,5
4546,Cross Country Skiing,2002,18.0,7
4547,Cross Country Skiing,2002,19.0,13
4548,Cross Country Skiing,2002,20.0,20
4549,Cross Country Skiing,2002,21.0,39
4550,Cross Country Skiing,2002,22.0,53
4551,Cross Country Skiing,2002,23.0,54
4552,Cross Country Skiing,2002,24.0,72
4553,Cross Country Skiing,2002,25.0,68
4554,Cross Country Skiing,2002,26.0,50
4555,Cross Country Skiing,2002,27.0,74
4556,Cross Country Skiing,2002,28.0,51
4557,Cross Country Skiing,2002,29.0,68
4558,Cross Country Skiing,2002,30.0,48
4559,Cross Country Skiing,2002,31.0,49
4560,Cross Country Skiing,2002,32.0,30
4561,Cross Country Skiing,2002,33.0,21
4562,Cross Country Skiing,2002,34.0,15
4563,Cross Country Skiing,2002,35.0,9
4564,Cross Country Skiing,2002,36.0,11
4565,Cross Country Skiing,2002,37.0,12
4566,Cross Country Skiing,2002,43.0,3
4567,Cross Country Skiing,2002,45.0,2
4568,Cross Country Skiing,2006,15.0,1
4569,Cross Country Skiing,2006,16.0,4
4570,Cross Country Skiing,2006,17.0,3
4571,Cross Country Skiing,2006,18.0,6
4572,Cross Country Skiing,2006,19.0,14
4573,Cross Country Skiing,2006,20.0,22
4574,Cross Country Skiing,2006,21.0,37
4575,Cross Country Skiing,2006,22.0,68
4576,Cross Country Skiing,2006,23.0,68
4577,Cross Country Skiing,2006,24.0,64
4578,Cross Country Skiing,2006,25.0,113
4579,Cross Country Skiing,2006,26.0,61
4580,Cross Country Skiing,2006,27.0,62
4581,Cross Country Skiing,2006,28.0,59
4582,Cross Country Skiing,2006,29.0,58
4583,Cross Country Skiing,2006,30.0,42
4584,Cross Country Skiing,2006,31.0,28
4585,Cross Country Skiing,2006,32.0,23
4586,Cross Country Skiing,2006,33.0,35
4587,Cross Country Skiing,2006,34.0,12
4588,Cross Country Skiing,2006,35.0,6
4589,Cross Country Skiing,2006,36.0,13
4590,Cross Country Skiing,2006,38.0,6
4591,Cross Country Skiing,2006,39.0,1
4592,Cross Country Skiing,2006,41.0,4
4593,Cross Country Skiing,2006,47.0,1
4594,Cross Country Skiing,2006,49.0,1
4595,Cross Country Skiing,2010,17.0,8
4596,Cross Country Skiing,2010,18.0,11
4597,Cross Country Skiing,2010,19.0,21
4598,Cross Country Skiing,2010,20.0,14
4599,Cross Country Skiing,2010,21.0,24
4600,Cross Country Skiing,2010,22.0,34
4601,Cross Country Skiing,2010,23.0,53
4602,Cross Country Skiing,2010,24.0,76
4603,Cross Country Skiing,2010,25.0,41
4604,Cross Country Skiing,2010,26.0,62
4605,Cross Country Skiing,2010,27.0,68
4606,Cross Country Skiing,2010,28.0,37
4607,Cross Country Skiing,2010,29.0,77
4608,Cross Country Skiing,2010,30.0,32
4609,Cross Country Skiing,2010,31.0,37
4610,Cross Country Skiing,2010,32.0,42
4611,Cross Country Skiing,2010,33.0,26
4612,Cross Country Skiing,2010,34.0,18
4613,Cross Country Skiing,2010,35.0,17
4614,Cross Country Skiing,2010,36.0,5
4615,Cross Country Skiing,2010,37.0,13
4616,Cross Country Skiing,2010,38.0,6
4617,Cross Country Skiing,2010,39.0,2
4618,Cross Country Skiing,2010,40.0,1
4619,Cross Country Skiing,2014,16.0,1
4620,Cross Country Skiing,2014,18.0,2
4621,Cross Country Skiing,2014,19.0,5
4622,Cross Country Skiing,2014,20.0,22
4623,Cross Country Skiing,2014,21.0,37
4624,Cross Country Skiing,2014,22.0,49
4625,Cross Country Skiing,2014,23.0,67
4626,Cross Country Skiing,2014,24.0,53
4627,Cross Country Skiing,2014,25.0,46
4628,Cross Country Skiing,2014,26.0,56
4629,Cross Country Skiing,2014,27.0,62
4630,Cross Country Skiing,2014,28.0,88
4631,Cross Country Skiing,2014,29.0,46
4632,Cross Country Skiing,2014,30.0,64
4633,Cross Country Skiing,2014,31.0,49
4634,Cross Country Skiing,2014,32.0,26
4635,Cross Country Skiing,2014,33.0,45
4636,Cross Country Skiing,2014,34.0,9
4637,Cross Country Skiing,2014,35.0,6
4638,Cross Country Skiing,2014,36.0,12
4639,Cross Country Skiing,2014,37.0,4
4640,Cross Country Skiing,2014,38.0,5
4641,Cross Country Skiing,2014,39.0,2
4642,Cross Country Skiing,2014,40.0,4
4643,Cross Country Skiing,2014,41.0,2
4644,Cross Country Skiing,2014,43.0,1
4645,Cross Country Skiing,2014,44.0,1
4646,Cross Country Skiing,2014,47.0,1
4647,Curling,1924,23.0,1
4648,Curling,1924,29.0,1
4649,Curling,1924,33.0,1
4650,Curling,1924,39.0,2
4651,Curling,1924,41.0,1
4652,Curling,1924,44.0,2
4653,Curling,1924,46.0,1
4654,Curling,1924,47.0,1
4655,Curling,1924,48.0,1
4656,Curling,1924,49.0,2
4657,Curling,1924,52.0,1
4658,Curling,1924,54.0,1
4659,Curling,1924,58.0,1
4660,Curling,1998,19.0,1
4661,Curling,1998,20.0,2
4662,Curling,1998,21.0,1
4663,Curling,1998,22.0,1
4664,Curling,1998,23.0,3
4665,Curling,1998,24.0,4
4666,Curling,1998,25.0,5
4667,Curling,1998,26.0,2
4668,Curling,1998,27.0,5
4669,Curling,1998,28.0,3
4670,Curling,1998,29.0,9
4671,Curling,1998,30.0,6
4672,Curling,1998,31.0,2
4673,Curling,1998,32.0,10
4674,Curling,1998,33.0,5
4675,Curling,1998,34.0,4
4676,Curling,1998,35.0,1
4677,Curling,1998,36.0,2
4678,Curling,1998,37.0,5
4679,Curling,1998,38.0,2
4680,Curling,1998,39.0,3
4681,Curling,1998,40.0,1
4682,Curling,1998,42.0,2
4683,Curling,1998,50.0,1
4684,Curling,2002,17.0,1
4685,Curling,2002,18.0,1
4686,Curling,2002,21.0,1
4687,Curling,2002,23.0,6
4688,Curling,2002,24.0,3
4689,Curling,2002,25.0,3
4690,Curling,2002,26.0,1
4691,Curling,2002,27.0,7
4692,Curling,2002,28.0,6
4693,Curling,2002,29.0,4
4694,Curling,2002,30.0,9
4695,Curling,2002,31.0,3
4696,Curling,2002,32.0,2
4697,Curling,2002,33.0,6
4698,Curling,2002,34.0,6
4699,Curling,2002,35.0,9
4700,Curling,2002,36.0,4
4701,Curling,2002,37.0,3
4702,Curling,2002,38.0,5
4703,Curling,2002,39.0,4
4704,Curling,2002,40.0,1
4705,Curling,2002,41.0,4
4706,Curling,2002,43.0,3
4707,Curling,2002,44.0,1
4708,Curling,2002,45.0,2
4709,Curling,2002,48.0,1
4710,Curling,2006,17.0,1
4711,Curling,2006,19.0,4
4712,Curling,2006,21.0,6
4713,Curling,2006,22.0,4
4714,Curling,2006,23.0,4
4715,Curling,2006,24.0,3
4716,Curling,2006,25.0,3
4717,Curling,2006,26.0,5
4718,Curling,2006,27.0,6
4719,Curling,2006,28.0,3
4720,Curling,2006,29.0,2
4721,Curling,2006,30.0,4
4722,Curling,2006,31.0,2
4723,Curling,2006,32.0,4
4724,Curling,2006,33.0,1
4725,Curling,2006,34.0,6
4726,Curling,2006,35.0,5
4727,Curling,2006,36.0,3
4728,Curling,2006,37.0,5
4729,Curling,2006,38.0,4
4730,Curling,2006,39.0,3
4731,Curling,2006,40.0,1
4732,Curling,2006,41.0,1
4733,Curling,2006,42.0,3
4734,Curling,2006,43.0,2
4735,Curling,2006,44.0,1
4736,Curling,2006,45.0,2
4737,Curling,2006,46.0,1
4738,Curling,2006,49.0,1
4739,Curling,2006,50.0,1
4740,Curling,2010,17.0,1
4741,Curling,2010,19.0,2
4742,Curling,2010,20.0,2
4743,Curling,2010,21.0,2
4744,Curling,2010,22.0,3
4745,Curling,2010,23.0,2
4746,Curling,2010,24.0,5
4747,Curling,2010,25.0,7
4748,Curling,2010,26.0,10
4749,Curling,2010,27.0,6
4750,Curling,2010,28.0,5
4751,Curling,2010,29.0,3
4752,Curling,2010,30.0,3
4753,Curling,2010,31.0,3
4754,Curling,2010,32.0,2
4755,Curling,2010,33.0,2
4756,Curling,2010,34.0,4
4757,Curling,2010,35.0,4
4758,Curling,2010,36.0,4
4759,Curling,2010,37.0,1
4760,Curling,2010,38.0,5
4761,Curling,2010,39.0,3
4762,Curling,2010,40.0,2
4763,Curling,2010,41.0,1
4764,Curling,2010,42.0,2
4765,Curling,2010,43.0,3
4766,Curling,2010,44.0,3
4767,Curling,2010,45.0,1
4768,Curling,2010,46.0,1
4769,Curling,2010,47.0,1
4770,Curling,2014,21.0,1
4771,Curling,2014,22.0,5
4772,Curling,2014,23.0,8
4773,Curling,2014,24.0,3
4774,Curling,2014,25.0,12
4775,Curling,2014,26.0,4
4776,Curling,2014,27.0,4
4777,Curling,2014,28.0,8
4778,Curling,2014,29.0,6
4779,Curling,2014,30.0,3
4780,Curling,2014,31.0,4
4781,Curling,2014,32.0,2
4782,Curling,2014,33.0,3
4783,Curling,2014,34.0,3
4784,Curling,2014,35.0,5
4785,Curling,2014,36.0,1
4786,Curling,2014,37.0,2
4787,Curling,2014,38.0,4
4788,Curling,2014,39.0,2
4789,Curling,2014,40.0,1
4790,Curling,2014,41.0,1
4791,Curling,2014,42.0,2
4792,Curling,2014,44.0,1
4793,Curling,2014,45.0,1
4794,Curling,2014,48.0,1
4795,Cycling,1896,18.0,4
4796,Cycling,1896,19.0,3
4797,Cycling,1896,23.0,5
4798,Cycling,1896,24.0,4
4799,Cycling,1896,28.0,2
4800,Cycling,1896,36.0,1
4801,Cycling,1900,16.0,1
4802,Cycling,1900,17.0,1
4803,Cycling,1900,18.0,6
4804,Cycling,1900,19.0,3
4805,Cycling,1900,21.0,7
4806,Cycling,1900,22.0,5
4807,Cycling,1900,24.0,2
4808,Cycling,1900,26.0,1
4809,Cycling,1900,28.0,1
4810,Cycling,1900,29.0,3
4811,Cycling,1900,30.0,1
4812,Cycling,1904,17.0,2
4813,Cycling,1904,18.0,2
4814,Cycling,1904,19.0,7
4815,Cycling,1904,20.0,8
4816,Cycling,1904,21.0,14
4817,Cycling,1904,22.0,4
4818,Cycling,1904,23.0,4
4819,Cycling,1904,24.0,4
4820,Cycling,1904,27.0,4
4821,Cycling,1904,29.0,1
4822,Cycling,1904,30.0,6
4823,Cycling,1906,18.0,3
4824,Cycling,1906,19.0,6
4825,Cycling,1906,20.0,10
4826,Cycling,1906,21.0,5
4827,Cycling,1906,22.0,3
4828,Cycling,1906,23.0,16
4829,Cycling,1906,24.0,2
4830,Cycling,1906,25.0,10
4831,Cycling,1906,32.0,2
4832,Cycling,1906,35.0,2
4833,Cycling,1908,16.0,6
4834,Cycling,1908,19.0,2
4835,Cycling,1908,20.0,21
4836,Cycling,1908,21.0,12
4837,Cycling,1908,22.0,14
4838,Cycling,1908,23.0,22
4839,Cycling,1908,24.0,8
4840,Cycling,1908,25.0,24
4841,Cycling,1908,26.0,24
4842,Cycling,1908,27.0,17
4843,Cycling,1908,28.0,6
4844,Cycling,1908,29.0,3
4845,Cycling,1908,31.0,6
4846,Cycling,1908,34.0,2
4847,Cycling,1912,17.0,4
4848,Cycling,1912,18.0,8
4849,Cycling,1912,19.0,18
4850,Cycling,1912,20.0,26
4851,Cycling,1912,21.0,24
4852,Cycling,1912,22.0,12
4853,Cycling,1912,23.0,6
4854,Cycling,1912,24.0,35
4855,Cycling,1912,25.0,20
4856,Cycling,1912,26.0,8
4857,Cycling,1912,27.0,10
4858,Cycling,1912,28.0,16
4859,Cycling,1912,29.0,10
4860,Cycling,1912,30.0,14
4861,Cycling,1912,31.0,6
4862,Cycling,1912,32.0,4
4863,Cycling,1912,33.0,3
4864,Cycling,1912,34.0,2
4865,Cycling,1912,35.0,8
4866,Cycling,1912,36.0,2
4867,Cycling,1920,16.0,1
4868,Cycling,1920,17.0,3
4869,Cycling,1920,18.0,1
4870,Cycling,1920,19.0,8
4871,Cycling,1920,20.0,16
4872,Cycling,1920,21.0,5
4873,Cycling,1920,22.0,15
4874,Cycling,1920,23.0,14
4875,Cycling,1920,24.0,17
4876,Cycling,1920,25.0,17
4877,Cycling,1920,26.0,13
4878,Cycling,1920,27.0,3
4879,Cycling,1920,28.0,10
4880,Cycling,1920,29.0,7
4881,Cycling,1920,30.0,7
4882,Cycling,1920,32.0,5
4883,Cycling,1920,33.0,3
4884,Cycling,1920,36.0,3
4885,Cycling,1920,37.0,2
4886,Cycling,1920,38.0,2
4887,Cycling,1924,17.0,4
4888,Cycling,1924,18.0,6
4889,Cycling,1924,19.0,11
4890,Cycling,1924,20.0,13
4891,Cycling,1924,21.0,11
4892,Cycling,1924,22.0,12
4893,Cycling,1924,23.0,24
4894,Cycling,1924,24.0,16
4895,Cycling,1924,25.0,7
4896,Cycling,1924,26.0,9
4897,Cycling,1924,27.0,15
4898,Cycling,1924,28.0,4
4899,Cycling,1924,29.0,12
4900,Cycling,1924,30.0,4
4901,Cycling,1924,31.0,3
4902,Cycling,1924,32.0,6
4903,Cycling,1924,33.0,1
4904,Cycling,1924,36.0,3
4905,Cycling,1924,40.0,1
4906,Cycling,1924,41.0,2
4907,Cycling,1928,14.0,2
4908,Cycling,1928,15.0,2
4909,Cycling,1928,17.0,2
4910,Cycling,1928,18.0,6
4911,Cycling,1928,19.0,15
4912,Cycling,1928,20.0,13
4913,Cycling,1928,21.0,40
4914,Cycling,1928,22.0,18
4915,Cycling,1928,23.0,14
4916,Cycling,1928,24.0,18
4917,Cycling,1928,25.0,14
4918,Cycling,1928,26.0,13
4919,Cycling,1928,27.0,5
4920,Cycling,1928,28.0,1
4921,Cycling,1928,30.0,1
4922,Cycling,1928,31.0,6
4923,Cycling,1928,33.0,1
4924,Cycling,1928,40.0,2
4925,Cycling,1932,16.0,2
4926,Cycling,1932,18.0,3
4927,Cycling,1932,19.0,5
4928,Cycling,1932,20.0,14
4929,Cycling,1932,21.0,15
4930,Cycling,1932,22.0,15
4931,Cycling,1932,23.0,9
4932,Cycling,1932,24.0,9
4933,Cycling,1932,25.0,7
4934,Cycling,1932,26.0,11
4935,Cycling,1932,27.0,1
4936,Cycling,1932,28.0,6
4937,Cycling,1932,29.0,1
4938,Cycling,1932,30.0,2
4939,Cycling,1932,34.0,1
4940,Cycling,1936,16.0,1
4941,Cycling,1936,17.0,1
4942,Cycling,1936,18.0,10
4943,Cycling,1936,19.0,24
4944,Cycling,1936,20.0,35
4945,Cycling,1936,21.0,32
4946,Cycling,1936,22.0,58
4947,Cycling,1936,23.0,42
4948,Cycling,1936,24.0,30
4949,Cycling,1936,25.0,17
4950,Cycling,1936,26.0,20
4951,Cycling,1936,27.0,2
4952,Cycling,1936,28.0,7
4953,Cycling,1936,29.0,5
4954,Cycling,1936,30.0,2
4955,Cycling,1936,31.0,4
4956,Cycling,1936,32.0,4
4957,Cycling,1936,33.0,1
4958,Cycling,1936,34.0,1
4959,Cycling,1936,39.0,1
4960,Cycling,1936,41.0,1
4961,Cycling,1948,18.0,5
4962,Cycling,1948,19.0,15
4963,Cycling,1948,20.0,28
4964,Cycling,1948,21.0,24
4965,Cycling,1948,22.0,19
4966,Cycling,1948,23.0,33
4967,Cycling,1948,24.0,32
4968,Cycling,1948,25.0,22
4969,Cycling,1948,26.0,20
4970,Cycling,1948,27.0,19
4971,Cycling,1948,28.0,12
4972,Cycling,1948,29.0,9
4973,Cycling,1948,30.0,6
4974,Cycling,1948,31.0,10
4975,Cycling,1948,32.0,7
4976,Cycling,1948,33.0,5
4977,Cycling,1948,36.0,1
4978,Cycling,1948,38.0,1
4979,Cycling,1952,16.0,1
4980,Cycling,1952,17.0,7
4981,Cycling,1952,18.0,17
4982,Cycling,1952,19.0,35
4983,Cycling,1952,20.0,54
4984,Cycling,1952,21.0,45
4985,Cycling,1952,22.0,48
4986,Cycling,1952,23.0,32
4987,Cycling,1952,24.0,27
4988,Cycling,1952,25.0,25
4989,Cycling,1952,26.0,15
4990,Cycling,1952,27.0,19
4991,Cycling,1952,28.0,12
4992,Cycling,1952,29.0,16
4993,Cycling,1952,30.0,2
4994,Cycling,1952,31.0,6
4995,Cycling,1952,32.0,5
4996,Cycling,1952,34.0,3
4997,Cycling,1952,35.0,3
4998,Cycling,1956,16.0,4
4999,Cycling,1956,18.0,1
5000,Cycling,1956,19.0,14
5001,Cycling,1956,20.0,14
5002,Cycling,1956,21.0,33
5003,Cycling,1956,22.0,26
5004,Cycling,1956,23.0,41
5005,Cycling,1956,24.0,30
5006,Cycling,1956,25.0,36
5007,Cycling,1956,26.0,3
5008,Cycling,1956,27.0,10
5009,Cycling,1956,28.0,8
5010,Cycling,1956,29.0,1
5011,Cycling,1956,30.0,12
5012,Cycling,1956,31.0,3
5013,Cycling,1956,32.0,3
5014,Cycling,1956,36.0,2
5015,Cycling,1960,17.0,5
5016,Cycling,1960,18.0,11
5017,Cycling,1960,19.0,45
5018,Cycling,1960,20.0,43
5019,Cycling,1960,21.0,42
5020,Cycling,1960,22.0,52
5021,Cycling,1960,23.0,58
5022,Cycling,1960,24.0,30
5023,Cycling,1960,25.0,30
5024,Cycling,1960,26.0,30
5025,Cycling,1960,27.0,23
5026,Cycling,1960,28.0,11
5027,Cycling,1960,29.0,17
5028,Cycling,1960,30.0,6
5029,Cycling,1960,31.0,8
5030,Cycling,1960,32.0,1
5031,Cycling,1960,33.0,1
5032,Cycling,1960,40.0,1
5033,Cycling,1964,17.0,8
5034,Cycling,1964,18.0,20
5035,Cycling,1964,19.0,27
5036,Cycling,1964,20.0,51
5037,Cycling,1964,21.0,54
5038,Cycling,1964,22.0,46
5039,Cycling,1964,23.0,61
5040,Cycling,1964,24.0,51
5041,Cycling,1964,25.0,27
5042,Cycling,1964,26.0,19
5043,Cycling,1964,27.0,25
5044,Cycling,1964,28.0,15
5045,Cycling,1964,29.0,10
5046,Cycling,1964,30.0,9
5047,Cycling,1964,31.0,8
5048,Cycling,1964,32.0,5
5049,Cycling,1964,33.0,3
5050,Cycling,1964,34.0,1
5051,Cycling,1964,37.0,5
5052,Cycling,1968,16.0,2
5053,Cycling,1968,18.0,15
5054,Cycling,1968,19.0,30
5055,Cycling,1968,20.0,49
5056,Cycling,1968,21.0,74
5057,Cycling,1968,22.0,61
5058,Cycling,1968,23.0,47
5059,Cycling,1968,24.0,43
5060,Cycling,1968,25.0,43
5061,Cycling,1968,26.0,32
5062,Cycling,1968,27.0,31
5063,Cycling,1968,28.0,24
5064,Cycling,1968,29.0,9
5065,Cycling,1968,30.0,9
5066,Cycling,1968,31.0,7
5067,Cycling,1968,32.0,1
5068,Cycling,1968,34.0,1
5069,Cycling,1968,36.0,3
5070,Cycling,1968,38.0,1
5071,Cycling,1972,16.0,2
5072,Cycling,1972,17.0,6
5073,Cycling,1972,18.0,19
5074,Cycling,1972,19.0,26
5075,Cycling,1972,20.0,44
5076,Cycling,1972,21.0,71
5077,Cycling,1972,22.0,85
5078,Cycling,1972,23.0,57
5079,Cycling,1972,24.0,54
5080,Cycling,1972,25.0,48
5081,Cycling,1972,26.0,29
5082,Cycling,1972,27.0,33
5083,Cycling,1972,28.0,17
5084,Cycling,1972,29.0,16
5085,Cycling,1972,30.0,8
5086,Cycling,1972,31.0,4
5087,Cycling,1972,32.0,3
5088,Cycling,1972,38.0,2
5089,Cycling,1972,39.0,2
5090,Cycling,1976,17.0,5
5091,Cycling,1976,18.0,8
5092,Cycling,1976,19.0,25
5093,Cycling,1976,20.0,37
5094,Cycling,1976,21.0,47
5095,Cycling,1976,22.0,40
5096,Cycling,1976,23.0,45
5097,Cycling,1976,24.0,41
5098,Cycling,1976,25.0,37
5099,Cycling,1976,26.0,14
5100,Cycling,1976,27.0,26
5101,Cycling,1976,28.0,19
5102,Cycling,1976,29.0,6
5103,Cycling,1976,30.0,16
5104,Cycling,1976,31.0,11
5105,Cycling,1976,32.0,1
5106,Cycling,1976,33.0,3
5107,Cycling,1976,34.0,1
5108,Cycling,1980,17.0,1
5109,Cycling,1980,18.0,12
5110,Cycling,1980,19.0,22
5111,Cycling,1980,20.0,25
5112,Cycling,1980,21.0,58
5113,Cycling,1980,22.0,37
5114,Cycling,1980,23.0,37
5115,Cycling,1980,24.0,27
5116,Cycling,1980,25.0,21
5117,Cycling,1980,26.0,11
5118,Cycling,1980,27.0,9
5119,Cycling,1980,28.0,6
5120,Cycling,1980,29.0,8
5121,Cycling,1980,30.0,8
5122,Cycling,1980,31.0,2
5123,Cycling,1980,32.0,1
5124,Cycling,1980,33.0,1
5125,Cycling,1980,34.0,5
5126,Cycling,1980,35.0,4
5127,Cycling,1984,16.0,3
5128,Cycling,1984,17.0,6
5129,Cycling,1984,18.0,15
5130,Cycling,1984,19.0,19
5131,Cycling,1984,20.0,61
5132,Cycling,1984,21.0,64
5133,Cycling,1984,22.0,50
5134,Cycling,1984,23.0,61
5135,Cycling,1984,24.0,43
5136,Cycling,1984,25.0,38
5137,Cycling,1984,26.0,21
5138,Cycling,1984,27.0,24
5139,Cycling,1984,28.0,13
5140,Cycling,1984,29.0,11
5141,Cycling,1984,30.0,11
5142,Cycling,1984,31.0,7
5143,Cycling,1984,32.0,1
5144,Cycling,1984,33.0,8
5145,Cycling,1984,34.0,2
5146,Cycling,1984,35.0,1
5147,Cycling,1984,36.0,1
5148,Cycling,1984,38.0,2
5149,Cycling,1988,16.0,1
5150,Cycling,1988,17.0,2
5151,Cycling,1988,18.0,13
5152,Cycling,1988,19.0,37
5153,Cycling,1988,20.0,59
5154,Cycling,1988,21.0,57
5155,Cycling,1988,22.0,57
5156,Cycling,1988,23.0,63
5157,Cycling,1988,24.0,61
5158,Cycling,1988,25.0,38
5159,Cycling,1988,26.0,40
5160,Cycling,1988,27.0,25
5161,Cycling,1988,28.0,25
5162,Cycling,1988,29.0,14
5163,Cycling,1988,30.0,6
5164,Cycling,1988,31.0,4
5165,Cycling,1988,32.0,2
5166,Cycling,1988,33.0,1
5167,Cycling,1988,35.0,1
5168,Cycling,1988,39.0,1
5169,Cycling,1988,42.0,2
5170,Cycling,1992,16.0,2
5171,Cycling,1992,17.0,4
5172,Cycling,1992,18.0,16
5173,Cycling,1992,19.0,23
5174,Cycling,1992,20.0,45
5175,Cycling,1992,21.0,59
5176,Cycling,1992,22.0,75
5177,Cycling,1992,23.0,72
5178,Cycling,1992,24.0,55
5179,Cycling,1992,25.0,65
5180,Cycling,1992,26.0,13
5181,Cycling,1992,27.0,32
5182,Cycling,1992,28.0,25
5183,Cycling,1992,29.0,16
5184,Cycling,1992,30.0,19
5185,Cycling,1992,31.0,15
5186,Cycling,1992,32.0,4
5187,Cycling,1992,33.0,5
5188,Cycling,1992,34.0,3
5189,Cycling,1992,37.0,2
5190,Cycling,1992,38.0,1
5191,Cycling,1992,39.0,2
5192,Cycling,1996,17.0,3
5193,Cycling,1996,18.0,4
5194,Cycling,1996,19.0,15
5195,Cycling,1996,20.0,30
5196,Cycling,1996,21.0,29
5197,Cycling,1996,22.0,45
5198,Cycling,1996,23.0,48
5199,Cycling,1996,24.0,51
5200,Cycling,1996,25.0,45
5201,Cycling,1996,26.0,58
5202,Cycling,1996,27.0,67
5203,Cycling,1996,28.0,30
5204,Cycling,1996,29.0,24
5205,Cycling,1996,30.0,27
5206,Cycling,1996,31.0,35
5207,Cycling,1996,32.0,21
5208,Cycling,1996,33.0,12
5209,Cycling,1996,34.0,13
5210,Cycling,1996,35.0,13
5211,Cycling,1996,36.0,2
5212,Cycling,1996,37.0,9
5213,Cycling,1996,38.0,1
5214,Cycling,1996,39.0,1
5215,Cycling,1996,43.0,1
5216,Cycling,2000,19.0,5
5217,Cycling,2000,20.0,16
5218,Cycling,2000,21.0,23
5219,Cycling,2000,22.0,33
5220,Cycling,2000,23.0,34
5221,Cycling,2000,24.0,56
5222,Cycling,2000,25.0,46
5223,Cycling,2000,26.0,69
5224,Cycling,2000,27.0,46
5225,Cycling,2000,28.0,45
5226,Cycling,2000,29.0,51
5227,Cycling,2000,30.0,46
5228,Cycling,2000,31.0,57
5229,Cycling,2000,32.0,29
5230,Cycling,2000,33.0,13
5231,Cycling,2000,34.0,18
5232,Cycling,2000,35.0,12
5233,Cycling,2000,36.0,5
5234,Cycling,2000,37.0,6
5235,Cycling,2000,38.0,2
5236,Cycling,2000,39.0,4
5237,Cycling,2000,40.0,1
5238,Cycling,2000,41.0,3
5239,Cycling,2000,42.0,1
5240,Cycling,2004,18.0,1
5241,Cycling,2004,19.0,16
5242,Cycling,2004,20.0,20
5243,Cycling,2004,21.0,33
5244,Cycling,2004,22.0,26
5245,Cycling,2004,23.0,43
5246,Cycling,2004,24.0,45
5247,Cycling,2004,25.0,42
5248,Cycling,2004,26.0,46
5249,Cycling,2004,27.0,27
5250,Cycling,2004,28.0,69
5251,Cycling,2004,29.0,39
5252,Cycling,2004,30.0,38
5253,Cycling,2004,31.0,41
5254,Cycling,2004,32.0,35
5255,Cycling,2004,33.0,28
5256,Cycling,2004,34.0,26
5257,Cycling,2004,35.0,28
5258,Cycling,2004,36.0,2
5259,Cycling,2004,37.0,6
5260,Cycling,2004,38.0,6
5261,Cycling,2004,39.0,4
5262,Cycling,2004,45.0,2
5263,Cycling,2008,16.0,1
5264,Cycling,2008,18.0,3
5265,Cycling,2008,19.0,19
5266,Cycling,2008,20.0,23
5267,Cycling,2008,21.0,47
5268,Cycling,2008,22.0,35
5269,Cycling,2008,23.0,51
5270,Cycling,2008,24.0,43
